Country,Country Code,Series,Series Code,1987Q1 [1987Q1],1987Q2 [1987Q2],1987Q3 [1987Q3],1987Q4 [1987Q4],1988Q1 [1988Q1],1988Q2 [1988Q2],1988Q3 [1988Q3],1988Q4 [1988Q4],1989Q1 [1989Q1],1989Q2 [1989Q2],1989Q3 [1989Q3],1989Q4 [1989Q4],1990Q1 [1990Q1],1990Q2 [1990Q2],1990Q3 [1990Q3],1990Q4 [1990Q4],1991Q1 [1991Q1],1991Q2 [1991Q2],1991Q3 [1991Q3],1991Q4 [1991Q4],1992Q1 [1992Q1],1992Q2 [1992Q2],1992Q3 [1992Q3],1992Q4 [1992Q4],1993Q1 [1993Q1],1993Q2 [1993Q2],1993Q3 [1993Q3],1993Q4 [1993Q4],1994Q1 [1994Q1],1994Q2 [1994Q2],1994Q3 [1994Q3],1994Q4 [1994Q4],1995Q1 [1995Q1],1995Q2 [1995Q2],1995Q3 [1995Q3],1995Q4 [1995Q4],1996Q1 [1996Q1],1996Q2 [1996Q2],1996Q3 [1996Q3],1996Q4 [1996Q4],1997Q1 [1997Q1],1997Q2 [1997Q2],1997Q3 [1997Q3],1997Q4 [1997Q4],1998Q1 [1998Q1],1998Q2 [1998Q2],1998Q3 [1998Q3],1998Q4 [1998Q4],1999Q1 [1999Q1],1999Q2 [1999Q2],1999Q3 [1999Q3],1999Q4 [1999Q4],2000Q1 [2000Q1],2000Q2 [2000Q2],2000Q3 [2000Q3],2000Q4 [2000Q4],2001Q1 [2001Q1],2001Q2 [2001Q2],2001Q3 [2001Q3],2001Q4 [2001Q4],2002Q1 [2002Q1],2002Q2 [2002Q2],2002Q3 [2002Q3],2002Q4 [2002Q4],2003Q1 [2003Q1],2003Q2 [2003Q2],2003Q3 [2003Q3],2003Q4 [2003Q4],2004Q1 [2004Q1],2004Q2 [2004Q2],2004Q3 [2004Q3],2004Q4 [2004Q4],2005Q1 [2005Q1],2005Q2 [2005Q2],2005Q3 [2005Q3],2005Q4 [2005Q4],2006Q1 [2006Q1],2006Q2 [2006Q2],2006Q3 [2006Q3],2006Q4 [2006Q4],2007Q1 [2007Q1],2007Q2 [2007Q2],2007Q3 [2007Q3],2007Q4 [2007Q4],2008Q1 [2008Q1],2008Q2 [2008Q2],2008Q3 [2008Q3],2008Q4 [2008Q4],2009Q1 [2009Q1],2009Q2 [2009Q2],2009Q3 [2009Q3],2009Q4 [2009Q4],2010Q1 [2010Q1],2010Q2 [2010Q2],2010Q3 [2010Q3],2010Q4 [2010Q4],2011Q1 [2011Q1],2011Q2 [2011Q2],2011Q3 [2011Q3],2011Q4 [2011Q4],2012Q1 [2012Q1],2012Q2 [2012Q2],2012Q3 [2012Q3],2012Q4 [2012Q4],2013Q1 [2013Q1],2013Q2 [2013Q2],2013Q3 [2013Q3],2013Q4 [2013Q4],2014Q1 [2014Q1],2014Q2 [2014Q2],2014Q3 [2014Q3],2014Q4 [2014Q4],2015Q1 [2015Q1],2015Q2 [2015Q2],2015Q3 [2015Q3],2015Q4 [2015Q4],2016Q1 [2016Q1],2016Q2 [2016Q2],2016Q3 [2016Q3],2016Q4 [2016Q4],2017Q1 [2017Q1],2017Q2 [2017Q2],2017Q3 [2017Q3],2017Q4 [2017Q4],2018Q1 [2018Q1],2018Q2 [2018Q2],2018Q3 [2018Q3],2018Q4 [2018Q4],2019Q1 [2019Q1],2019Q2 [2019Q2],2019Q3 [2019Q3],2019Q4 [2019Q4],2020Q1 [2020Q1],2020Q2 [2020Q2],2020Q3 [2020Q3],2020Q4 [2020Q4],2021Q1 [2021Q1],2021Q2 [2021Q2],2021Q3 [2021Q3],2021Q4 [2021Q4],2022Q1 [2022Q1],2022Q2 [2022Q2],2022Q3 [2022Q3],2022Q4 [2022Q4],2023Q1 [2023Q1],2023Q2 [2023Q2],2023Q3 [2023Q3],2023Q4 [2023Q4],2024Q1 [2024Q1],2024Q2 [2024Q2],2024Q3 [2024Q3],2024Q4 [2024Q4],2025Q1 [2025Q1],2025Q2 [2025Q2],2025Q3 [2025Q3],2025Q4 [2025Q4]
South Africa,ZAF,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,55021.36076,55217.56164,55419.05715,56099.36673,56942.51105,57346.90065,58118.11797,58663.86411,59027.19538,59283.23553,59330.88717,58963.75976,59010.91191,58962.26128,58912.71157,58967.35611,58498.33211,58366.26613,58343.68905,58243.29094,57835.10519,57480.3652,56814.94052,56332.13051,57035.81636,57425.32107,58161.67377,58658.06999,58630.39808,59202.51745,59868.24183,60980.71282,61133.15811,61308.87978,61715.66695,61923.25627,63070.39208,63821.82948,64582.25774,65188.14285,65490.73576,65901.61877,65967.15226,65976.24304,66149.56714,66243.17214,66098.01945,66161.65487,66797.50956,67329.17,68064.32392,68813.06405,69617.34781,70257.79784,70953.6916,71557.47884,71997.13265,72356.96746,72549.1724,73107.40587,73901.30018,74839.04849,75686.08886,76315.74984,76800.15823,77175.27753,77594.05253,78041.69823,79223.09927,80330.27564,81643.74264,82515.65777,83354.50645,84850.28843,86007.31421,86583.02994,88104.48586,89355.71603,90589.86354,91842.59219,93333.77884,94098.70254,95201.48337,96550.61419,96956.10267,98139.80138,98374.36333,97814.33168,96292.77586,95962.31123,96184.88535,96826.33437,97956.08782,98778.35333,99657.66095,100585.3195,101575.8143,102144.3373,102567.0084,103268.5963,103854.0022,104720.9224,105146.6903,105648.1814,106467.9494,107242.4634,107751.2471,108331.3583,108181.91,108608.8767,109130.847,109947.9177,110742.2116,109807.1606,110301.7586,110779.9733,111044.5048,111151.3964,111137.8102,111232.2143,111757.3814,112366.7629,112573.4532,113016.2038,113614.0971,113331.5838,114725.3693,115043.7462,114038.9659,114554.6425,114675.0204,114633.4625,114587.4093,95287.89567,108396.0926,111383.0613,112007.1279,113561.6503,111587.7535,113373.3414,115097.8912,114047.9567,116163.2101,114493.3048,115285.5008,116220.452,115776.1029,116226.8455,116326.7441,116624.9415,116286.1853,116750.0145,116878.2843,117850.6975,..,..
South Asia developing,SAS,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia developing,SAS,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153586.1246,160207.6802,160985.0121,160437.005,160729.5918,165958.79,168851.2477,170500.8046,172441.9599,175345.0931,178886.9749,183524.871,184896.6681,187454.2326,192887.0554,193044.222,195557.3053,194930.6161,196099.7771,200338.3318,202653.1283,207530.6293,208854.7822,210803.0544,211673.1048,212482.2654,215579.1385,221431.4675,227264.818,237597.4812,234218.4991,240423.5138,247156.5686,249861.0196,255680.136,263009.633,267275.4694,273394.8828,281288.5978,282991.532,293815.8597,300240.5122,308640.1256,313429.8506,319982.6087,332784.0718,336094.2565,338335.5109,340364.4422,339422.629,336903.6149,354440.6349,363405.8502,368800.1227,381006.7253,391241.6876,398497.0457,409803.0054,420007.6632,424013.8736,424223.2712,435609.3366,446283.5106,445787.9965,452691.3511,460013.368,467958.007,473854.2708,481302.7925,491053.3501,494973.1518,509666.4669,518329.2651,524085.7381,531146.4779,545042.3553,555270.0261,561195.2018,578665.4285,591123.8664,606678.1989,610922.8955,613872.6704,626831.4215,639872.8259,652931.0889,665027.011,674160.4346,682698.4068,691955.5725,698400.8696,708769.8078,713691.8887,713739.7968,714000.3111,548127.6297,674841.0489,725188.3219,734397.2201,673175.961,740612.4999,763299.8678,764029.9018,762486.8554,782468.2189,795522.8446,812282.61,835011.0405,855291.33,869175.2466,878827.068,889682.3414,904230.0593,923762.0503,942280.5743,959235.5689,..,..
Spain,ESP,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,247141.8726,248771.1485,249872.6949,251764.9081,253211.2592,254962.5982,257054.3267,258332.8932,260909.1902,263262.3798,266184.5919,269923.2839,272196.4479,275185.4133,277806.7001,280703.8438,283468.5914,286717.176,290618.8714,293845.3399,298486.4419,302259.4249,305341.7012,308610.5599,311743.7176,314167.3442,317187.2957,319205.6216,320714.6764,323403.448,325214.9042,327753.9578,330913.2942,332181.5277,334655.3173,337461.3579,339435.8174,343040.2713,345932.9866,348388.3308,351501.2012,354621.0866,358016.45,361551.1984,365756.4055,369048.5038,372532.3839,375999.2817,379417.14,382746.8605,385616.3362,387970.2573,388696.0259,388832.8375,388010.466,381993.437,371778.5946,372021.9892,372755.1255,372664.4012,372332.1371,372791.2585,372556.7207,372941.3553,372648.1766,371683.4418,369415.4508,367335.5185,363878.2091,360351.1942,358696.471,355722.2672,354744.6258,354380.6442,354157.158,354830.9217,356172.1789,358095.7309,360958.9493,364448.7078,368885.5135,373016.2209,376437.3973,379799.2012,382438.1887,383703.1042,386736.3279,388934.2606,391687.9436,395783.6153,398283.9494,400708.3076,402422.0245,405045.8978,407307.2658,409691.0625,412202.827,413391.4008,414183.5438,416547.0534,394980.7735,324712.256,376348.8806,379079.7029,383635.2536,388894.4307,396560.2653,404616.2733,410975.8864,417967.6045,421377.3375,423635.7531,425796.8082,426410.0891,429777.7976,433166.146,437987.2075,442012.4552,445394.1674,449018.5428,451877.3328,455509.0759,..,..
Sri Lanka,LKA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13149.76973,13923.8424,14335.53043,14702.11585,14393.04107,14933.80238,15666.75843,15867.03543,16615.35875,16393.55325,16519.27894,16984.07396,17119.80957,17373.93447,17173.31159,17218.47412,17123.50089,17816.44772,18026.15382,19274.64188,17464.85523,17231.1449,17628.01863,17173.91271,18239.7542,18128.97269,18134.40262,18433.41953,19254.03136,19059.30767,19201.09533,20035.23312,19751.85213,20207.52871,20009.34748,19431.70786,19471.76492,20097.13398,20224.54204,19441.58979,19006.5712,16887.23574,20042.20394,19358.85046,19728.14334,19324.02579,19713.02068,19836.41401,19457.48911,18373.48676,17588.68721,17340.76808,17369.95028,17792.84519,17926.15626,18067.76183,18264.99235,18496.97344,18887.2365,19044.51202,19151.83599,19380.06484,..,..
St. Kitts and Nevis,KNA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa developing,SST,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa developing,SST,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,271164.9616,276233.8551,279061.2779,283262.1142,285249.2818,287707.5599,291275.6823,293224.7417,296481.8007,298491.6858,300722.6461,306578.3506,312018.1408,314176.4043,317259.0396,321135.8966,325524.7979,328283.5342,331228.646,332539.1941,333851.0103,335887.8473,335747.138,333308.9901,333304.425,333746.7394,333504.7224,334850.0216,337951.0222,338574.3048,339046.2681,339706.7476,343063.0396,345999.5478,344980.9114,344947.8346,350224.2832,350579.7356,348121.4205,347964.8697,315985.4188,336399.714,343955.2389,346784.5637,349768.6009,350171.0032,354471.3843,360051.8934,358888.386,362230.9038,362110.2549,363867.6949,368131.3392,370165.7594,373528.5355,373883.8618,378298.84,382394.6791,384508.1309,385360.9148,390217.4149,..,..
Sudan,SDN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Swaziland,SWZ,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Swaziland,SWZ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,75656.10923,76611.73932,77618.98795,78000.33715,78773.73217,78656.26563,78503.17639,79298.16092,80199.32657,80829.93644,81044.75203,81446.415,80942.69255,81955.24042,80854.17557,81532.47862,80545.15122,80311.0032,80008.65197,80928.65937,81014.33046,79890.59662,79806.10314,77676.39641,77275.91106,77893.56722,78327.02564,78479.52607,79557.13687,80595.59215,80984.98835,82781.726,83881.12258,84371.98946,84299.46834,85461.76889,86127.51078,85269.81855,85686.29976,86750.46619,87047.81258,88486.85135,89031.29946,90573.57533,90951.3917,91888.27817,92878.2552,94165.97116,94756.5423,95238.38085,96685.66289,97819.01387,98044.13354,100932.2208,101941.9228,102073.5206,102050.4591,101652.2308,102505.3108,102962.6158,103779.0917,104948.7523,104752.1896,104944.0418,106215.5657,106037.1578,106913.3974,107639.9824,109354.1893,110168.9969,111066.2372,111652.5886,112058.8639,112987.2127,114642.3428,114871.9766,116992.2625,118921.6774,119966.5114,121093.0912,121713.397,123096.0086,123490.9985,124744.5637,124244.3741,123473.5306,122428.0096,117510.8032,116369.307,116917.7787,116873.422,117109.0421,118940.7155,122898.0721,124961.7346,125888.3169,126762.4957,127811.6476,128955.1064,125196.7658,126511.8611,127243.0585,128050.8005,126562.8909,127423.0365,127798.9883,128862.0753,129890.8153,130468.2364,131130.1511,132213.8462,132683.0254,134320.5895,137380.1171,137394.7391,138806.8891,138223.8743,139400.5024,139961.5352,140671.83,141886.8285,142188.1984,142767.0916,143491.5177,144246.2672,145076.7763,144966.2773,146710.6113,147155.257,149204.69,148740.5156,151150.199,151150.9841,138179.2232,146167.6352,148179.6791,151840.18,153059.7909,152428.0034,155578.4032,155098.5273,156257.295,155384.7845,154196.871,156186.5403,154846.0282,155416.0893,154645.8346,156105.6778,155564.4681,156850.3195,157536.1789,157245.1131,157983.278,..,..
Switzerland,CHE,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
