Country,Country Code,Series,Series Code,1987Q1 [1987Q1],1987Q2 [1987Q2],1987Q3 [1987Q3],1987Q4 [1987Q4],1988Q1 [1988Q1],1988Q2 [1988Q2],1988Q3 [1988Q3],1988Q4 [1988Q4],1989Q1 [1989Q1],1989Q2 [1989Q2],1989Q3 [1989Q3],1989Q4 [1989Q4],1990Q1 [1990Q1],1990Q2 [1990Q2],1990Q3 [1990Q3],1990Q4 [1990Q4],1991Q1 [1991Q1],1991Q2 [1991Q2],1991Q3 [1991Q3],1991Q4 [1991Q4],1992Q1 [1992Q1],1992Q2 [1992Q2],1992Q3 [1992Q3],1992Q4 [1992Q4],1993Q1 [1993Q1],1993Q2 [1993Q2],1993Q3 [1993Q3],1993Q4 [1993Q4],1994Q1 [1994Q1],1994Q2 [1994Q2],1994Q3 [1994Q3],1994Q4 [1994Q4],1995Q1 [1995Q1],1995Q2 [1995Q2],1995Q3 [1995Q3],1995Q4 [1995Q4],1996Q1 [1996Q1],1996Q2 [1996Q2],1996Q3 [1996Q3],1996Q4 [1996Q4],1997Q1 [1997Q1],1997Q2 [1997Q2],1997Q3 [1997Q3],1997Q4 [1997Q4],1998Q1 [1998Q1],1998Q2 [1998Q2],1998Q3 [1998Q3],1998Q4 [1998Q4],1999Q1 [1999Q1],1999Q2 [1999Q2],1999Q3 [1999Q3],1999Q4 [1999Q4],2000Q1 [2000Q1],2000Q2 [2000Q2],2000Q3 [2000Q3],2000Q4 [2000Q4],2001Q1 [2001Q1],2001Q2 [2001Q2],2001Q3 [2001Q3],2001Q4 [2001Q4],2002Q1 [2002Q1],2002Q2 [2002Q2],2002Q3 [2002Q3],2002Q4 [2002Q4],2003Q1 [2003Q1],2003Q2 [2003Q2],2003Q3 [2003Q3],2003Q4 [2003Q4],2004Q1 [2004Q1],2004Q2 [2004Q2],2004Q3 [2004Q3],2004Q4 [2004Q4],2005Q1 [2005Q1],2005Q2 [2005Q2],2005Q3 [2005Q3],2005Q4 [2005Q4],2006Q1 [2006Q1],2006Q2 [2006Q2],2006Q3 [2006Q3],2006Q4 [2006Q4],2007Q1 [2007Q1],2007Q2 [2007Q2],2007Q3 [2007Q3],2007Q4 [2007Q4],2008Q1 [2008Q1],2008Q2 [2008Q2],2008Q3 [2008Q3],2008Q4 [2008Q4],2009Q1 [2009Q1],2009Q2 [2009Q2],2009Q3 [2009Q3],2009Q4 [2009Q4],2010Q1 [2010Q1],2010Q2 [2010Q2],2010Q3 [2010Q3],2010Q4 [2010Q4],2011Q1 [2011Q1],2011Q2 [2011Q2],2011Q3 [2011Q3],2011Q4 [2011Q4],2012Q1 [2012Q1],2012Q2 [2012Q2],2012Q3 [2012Q3],2012Q4 [2012Q4],2013Q1 [2013Q1],2013Q2 [2013Q2],2013Q3 [2013Q3],2013Q4 [2013Q4],2014Q1 [2014Q1],2014Q2 [2014Q2],2014Q3 [2014Q3],2014Q4 [2014Q4],2015Q1 [2015Q1],2015Q2 [2015Q2],2015Q3 [2015Q3],2015Q4 [2015Q4],2016Q1 [2016Q1],2016Q2 [2016Q2],2016Q3 [2016Q3],2016Q4 [2016Q4],2017Q1 [2017Q1],2017Q2 [2017Q2],2017Q3 [2017Q3],2017Q4 [2017Q4],2018Q1 [2018Q1],2018Q2 [2018Q2],2018Q3 [2018Q3],2018Q4 [2018Q4],2019Q1 [2019Q1],2019Q2 [2019Q2],2019Q3 [2019Q3],2019Q4 [2019Q4],2020Q1 [2020Q1],2020Q2 [2020Q2],2020Q3 [2020Q3],2020Q4 [2020Q4],2021Q1 [2021Q1],2021Q2 [2021Q2],2021Q3 [2021Q3],2021Q4 [2021Q4],2022Q1 [2022Q1],2022Q2 [2022Q2],2022Q3 [2022Q3],2022Q4 [2022Q4],2023Q1 [2023Q1],2023Q2 [2023Q2],2023Q3 [2023Q3],2023Q4 [2023Q4],2024Q1 [2024Q1],2024Q2 [2024Q2],2024Q3 [2024Q3],2024Q4 [2024Q4],2025Q1 [2025Q1],2025Q2 [2025Q2],2025Q3 [2025Q3],2025Q4 [2025Q4]
EMDE Europe and Central Asia,ECH,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
EMDE Europe and Central Asia,ECH,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,520666.5712,536636.6154,527592.0476,525937.0256,527071.4403,513899.5859,519756.0361,530966.0166,533124.5531,535230.0246,545352.8445,539669.1431,536104.8553,523861.231,523872.0092,531951.0466,539600.8359,546483.6031,556395.4533,570568.1105,583417.7483,589072.0107,596095.0033,595836.2124,592945.0526,604337.8615,601712.2581,612240.1814,622964.4231,635402.5307,641812.2261,651214.5535,660820.8586,671513.0154,683006.8448,700748.0648,715351.4916,723634.8378,731643.1325,744075.0829,754739.3903,768669.3083,784807.4744,795660.3109,817423.2313,827250.04,839519.8381,857249.5569,871570.2822,880156.9026,904236.2237,923650.5563,926936.2294,919320.0526,890831.7803,849350.5261,856603.8921,869908.3581,880624.8996,886800.446,900554.3107,907211.913,923388.2278,937300.2356,949539.777,965036.0437,974051.6122,982399.773,986804.85,990090.125,993276.933,1006642.36,1018501.767,1021758.862,1028045.371,1036530.111,1039161.401,1043543.93,1046004.075,1045915.428,1050043.561,1057361.535,1063304.167,1063408.637,1070439.254,1066318.13,1089957.336,1098573.182,1113479.884,1128281.934,1135428.833,1153932.394,1163464.708,1166973.033,1161103.158,1174409.873,1190981.012,1199962.507,1205222.571,1201790.929,1097796.814,1192533.213,1205883.669,1229586.156,1252971.444,1274010.407,1291768.014,1293892.385,1268595.966,1280381.853,1290636.818,1298495.632,1324473.675,1340843.835,1346747.886,1362939.56,1369448.782,1376052.563,1391566.241,1394081.079,1407076.196,..,..
EMDE Latin America and the Caribbean,LAP,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
EMDE Latin America and the Caribbean,LAP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,1156429.824,1190023.336,1211541.057,1205891.301,1199546.605,1187792.908,1190133.164,1204854.448,1217887.193,1192214.498,1208528.484,1215346.691,1206361.01,589932.5975,620662.4984,619656.4717,604229.6992,626654.9175,644927.8966,639247.5174,636264.4505,637712.0071,644779.5428,648091.8338,657750.1528,666377.6605,675344.3998,676228.9776,682084.4533,693292.2428,711953.821,730910.892,719857.7328,697435.951,697870.5031,705837.1598,711148.3386,719785.8906,741480.6997,747672.4329,751961.2422,762297.9467,777957.7158,790283.5278,784413.0034,794624.6327,798775.54,791790.9125,789978.0907,792434.303,799604.2679,810230.6005,816661.1892,822970.2127,835308.6141,837721.9629,837941.5097,833909.1754,832146.1761,825078.5917,825701.3724,833093.627,843959.0311,849870.3084,847690.615,848644.6673,859906.9965,870225.5866,878272.5879,892902.9926,903981.7259,914153.0542,920806.734,930007.8321,932206.4324,946678.2455,963176.7806,970406.297,983852.0166,994785.0334,1009195.338,1023355.847,1033343.489,1046844.013,1057627.157,1071814.676,1081145.665,1052116.062,1024331.818,1027129.379,1053521.809,1075650.598,1092968.883,1111588.842,1121637.32,1136467.278,1151949.002,1162437.344,1170856.332,1180336.494,1178356.16,1188166.574,1203366.405,1209902.341,1216255.862,1228751.997,1235915.499,1239958.707,1246347.717,1243537.794,1244401.401,1252267.756,1252382.18,1246026.458,1243217.408,1236599.668,1230547.203,1232591.949,1234454.06,1240110.08,1249532.754,1257475.857,1260611.722,1270441.341,1280227.029,1277897.968,1282896.347,1280834.301,1284777.148,1292054.706,1292216.561,1288996.347,1265749.312,1095694.11,1211536.697,1264683.674,1284851.683,1285894.036,1295182.036,1314633.249,1328381.339,1343357.083,1351627.643,1355462.055,1369195.473,1374699.535,1379768.495,1381987.338,1388197.84,1398893.051,1412476.47,1416381.903,1429383.345,1435916.882,..,..
EMDE Middle East and North Africa,MNH,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
EMDE Middle East and North Africa,MNH,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,170306.0039,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,277204.2487,278503.5049,294681.1084,289321.5925,298756.1028,304072.7564,309661.5177,313519.3892,315178.9345,315798.5646,316574.2707,316380.1004,322450.0886,326768.8484,329268.0836,332989.581,334318.0779,335819.9855,337046.7569,342601.6963,347906.7736,350426.4557,350070.6444,354087.6461,354274.2401,356318.8447,357753.3572,357877.0094,360863.2885,364314.5872,366814.9562,369094.6062,375346.2064,377608.6591,379624.5476,381971.0447,387152.9414,386494.1839,387400.6043,383341.637,360276.2683,371634.5327,377889.9327,385750.8657,389976.9609,401297.5208,408926.2714,416780.3674,425922.1695,435003.0905,435710.2094,435455.0363,434974.0576,432287.0905,432065.9593,435922.9429,438573.5082,442974.195,448560.4419,451554.7743,456437.5995,..,..
EMDE South Asia,SAP,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
EMDE South Asia,SAP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153586.1246,160207.6802,160985.0121,160437.005,160729.5918,165958.79,168851.2477,170500.8046,172441.9599,175345.0931,178886.9749,183524.871,184896.6681,187454.2326,192887.0554,193044.222,195557.3053,194930.6161,196099.7771,200338.3318,202653.1283,207530.6293,208854.7822,210803.0544,211673.1048,212482.2654,215579.1385,221431.4675,227264.818,237597.4812,234218.4991,240423.5138,247156.5686,249861.0196,255680.136,263009.633,267275.4694,273394.8828,281288.5978,282991.532,293815.8597,300240.5122,308640.1256,313429.8506,319982.6087,332784.0718,336094.2565,338335.5109,340364.4422,339422.629,336903.6149,354440.6349,363405.8502,368800.1227,381006.7253,391241.6876,398497.0457,409803.0054,420007.6632,424013.8736,424223.2712,435609.3366,446283.5106,445787.9965,452691.3511,460013.368,467958.007,473854.2708,481302.7925,491053.3501,494973.1518,509666.4669,518329.2651,524085.7381,531146.4779,545042.3553,555270.0261,561195.2018,578665.4285,591123.8664,606678.1989,610922.8955,613872.6704,626831.4215,639872.8259,652931.0889,665027.011,674160.4346,682698.4068,691955.5725,698400.8696,708769.8078,713691.8887,713739.7968,714000.3111,548127.6297,674841.0489,725188.3219,734397.2201,673175.961,740612.4999,763299.8678,764029.9018,762486.8554,782468.2189,795522.8446,812282.61,835011.0405,855291.33,869175.2466,878827.068,889682.3414,904230.0593,923762.0503,942280.5743,959235.5689,..,..
EMDE Sub-Saharan Africa,SSP,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
EMDE Sub-Saharan Africa,SSP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,271164.9616,276233.8551,279061.2779,283262.1142,285249.2818,287707.5599,291275.6823,293224.7417,296481.8007,298491.6858,300722.6461,306578.3506,312018.1408,314176.4043,317259.0396,321135.8966,325524.7979,328283.5342,331228.646,332539.1941,333851.0103,335887.8473,335747.138,333308.9901,333304.425,333746.7394,333504.7224,334850.0216,337951.0222,338574.3048,339046.2681,339706.7476,343063.0396,345999.5478,344980.9114,344947.8346,350224.2832,350579.7356,348121.4205,347964.8697,315985.4188,336399.714,343955.2389,346784.5637,349768.6009,350171.0032,354471.3843,360051.8934,358888.386,362230.9038,362110.2549,363867.6949,368131.3392,370165.7594,373528.5355,373883.8618,378298.84,382394.6791,384508.1309,385360.9148,390217.4149,..,..
Emerging Market and Developing Economies,EMD,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Emerging Market and Developing Economies,EMD,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1840473.608,1878092.161,1892468.065,1926283.897,1969304.448,2010757.87,2039107.912,2055362.91,2079684.06,2138474.015,2185344.254,2192438.022,2197213.778,2231173.418,2243757.7,2264670.158,2294553.088,2317084.46,2356175.465,2381961.707,2410273.585,2438255.215,2479289.265,2461539.155,2469750.887,2474482.332,2491690.243,2509512.06,2536538.57,2570100.93,2616071.01,2657703.683,2693501.522,2732975.71,2760044.712,2777092.691,2790195.046,2815234.199,2827499.29,2861964.588,2905142.509,2953615.165,2988206.355,3027121.08,3057040.482,3120216.757,3180244.009,3230980.197,3291835.117,3347517.226,3395572.817,3459556.769,3512379.544,3569953.265,3648583.117,3727968.018,3793759.882,3863097.541,3943160.035,4044206.86,4124453.045,4187570.012,4288794.988,4364044.74,4423391.935,4448910.298,4396595.637,4340752.768,4430580.956,4540500.668,4626007.417,4708473.326,4796979.919,4868466.143,4969780.689,5052642.142,5129135.14,5198155.13,5263904.599,5332306.174,5390458.017,5455441.684,5519720.469,5590468.375,5667894.614,5737594.478,5800777.217,5867693.065,5929678.696,5988810.664,6050365.901,6103528.924,6165241.831,6227123.745,6273547.836,6327149.135,6393009.304,6452959.741,6534617.246,6607860.027,6697613.968,6773689.513,6855199.511,6960737.591,7037895.595,7086670.043,7137072.688,7235604.536,7325230.443,7357773.78,7398012.88,7083184.027,6851969.848,7311805.893,7531431.251,7627915.767,7675894.205,7766565.605,7909216.721,7970975.605,7951477.17,8085649.142,8146449.281,8254688.214,8365477.108,8447185.146,8515926.893,8609851.991,8695143.791,8776067.806,8895325.217,8990938.182,9085051.41,..,..
Equatorial Guinea,GNQ,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2646.492593,2620.073318,2610.36035,2638.3337,2664.170196,2709.72402,2794.615367,2853.087438,2956.044907,3079.011091,3162.931141,3264.625924,3288.422697,3270.453705,3269.579538,3207.222279,3183.911154,3212.564412,3243.743041,3329.022907,3456.359927,3541.639793,3585.445282,3664.994496,3715.113414,3719.192861,3795.536796,3852.357663,3882.662125,4019.712114,4101.592441,4132.188292,4225.044273,4323.436647,4366.853617,4480.398222,4584.521246,4552.759839,4655.425918,4752.944124,4836.572785,5027.82114,5147.873434,5265.983133,5387.686632,5500.551329,5625.751496,5765.812505,5956.283822,5979.206428,5992.027547,5956.186692,5823.507539,5884.116464,5886.156188,5187.696605,5050.840876,4879.406978,4791.310351,4815.398513,4865.420303,4943.124052,5020.730673,5133.789629,5265.983133,5340.481604,5410.414979,5409.637941,5446.741482,5537.26635,5583.694341,5642.457802,5663.729203,5652.170771,5642.652061,5635.464464,5741.530083,5769.212044,5842.836347,5936.955014,5850.898111,5961.528825,6009.70515,6000.574959,6095.276405,6081.775378,6146.755139,6221.05935,6344.705442,6453.102173,6478.84154,6572.2803,6614.046065,6679.414345,6728.076318,6793.833117,6924.181157,6936.128109,6949.920524,6987.024065,6861.338249,6519.053231,6795.095803,6920.878748,7202.554841,7356.893915,7321.441579,7426.73016,7364.47003,7261.803951,7232.762174,7099.500243,7046.176045,7037.531502,7017.717046,7041.125301,7049.089935,7035.686038,7019.951029,7012.180654,7026.458718,7071.041245,..,..
Ethiopia,ETH,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe and Central Asia developing,ECA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe and Central Asia developing,ECA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,128063.4926,131765.6173,135884.4793,132032.6297,133457.7669,133643.6394,131231.9769,127035.9305,130267.9255,136438.1321,136368.7009,141781.7079,147998.264,141526.0467,150951.644,139879.1526,145872.4175,149233.5338,148978.3797,148966.1005,151645.4961,157367.2505,155490.5053,156270.5367,166025.3564,168113.6704,170424.8736,160990.6575,148330.4028,160719.4018,161825.6056,158780.9519,167914.0315,177484.5291,173432.3691,168455.8266,169303.7367,159577.1266,169409.7419,174251.8873,179192.9057,175687.869,183269.5638,185321.8868,182549.0666,182014.2444,177289.3147,176700.9702,173341.0067,175054.6937,178865.1277,182783.3917,187649.2372,190486.3624,192345.7389,189669.6929,181912.9273,184897.1505,182900.5947,190850.5121,194900.388,199195.505,202294.1985,204884.4193,206384.5374,211822.8676,217121.7042,222997.972,229152.2812,232423.182,236704.4137,241805.3519,244289.2475,251128.4234,257887.7554,258166.005,267595.1196,268681.454,274701.5052,278863.0177,279991.2239,282541.5611,292744.6602,297723.01,290675.1792,286583.5911,279964.708,263057.7959,270643.5821,276399.8533,280974.8985,282418.7834,289351.2141,295917.3171,303709.3907,310738.4403,315292.1743,322115.407,326654.5138,325940.9813,329595.6165,332489.4822,336473.546,345498.6187,353411.2981,355548.3233,357489.6311,364040.7869,361311.5126,364414.8571,365770.7836,368596.136,374189.1696,377222.7064,381894.4074,381085.0598,385723.0191,379537.8817,396084.4981,398528.2104,406632.6693,415295.9966,420636.719,427023.9898,429373.9204,427209.9439,418108.0843,425952.2898,435644.4487,435653.7591,439537.0867,440286.6602,399900.3289,448994.5265,454302.155,464053.8132,473017.2559,486028.1479,493788.0091,486645.1355,486729.8807,492548.349,498040.8558,497354.5409,517248.3372,520732.6528,524879.8013,529786.0559,530678.5066,534631.0792,540921.263,545133.7865,553409.0888,..,..
Faeroe Islands,FRO,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
